id,title,story_text,score,num_comments,author,created_utc,url
47220320,Launch HN: OctaPulse (YC W26) – Robotics and computer vision for fish farming,"Hi HN! My name is Rohan and, together with Paul, I’m the co-founder of OctaPulse (<a href=""https://www.tryoctapulse.com/"">https://www.tryoctapulse.com/</a>). We’re building a robotics layer for seafood production, starting with automated fish inspection. We are currently deployed at our first production site with the largest trout producer in North America.<p>You might be wondering how the heck we got into this with no background in aquaculture or the ocean industry. We are both from coastal communities. I am from Goa, India and Paul is from Malta and Puerto Rico. Seafood is deeply tied to both our cultures and communities. We saw firsthand the damage being done to our oceans and how wild fish stocks are being fished to near extinction. We also learned that fish is the main protein source for almost 55% of the world's population. Despite it not being huge consumption in America it is massive globally. And then we found out that America imports 90% of its seafood. What? That felt absurd. That was the initial motivation for starting this company.<p>Paul and I met at an entrepreneurship happy hour at CMU. We met to talk about ocean tech. It went on for three hours. I was drawn to building in the ocean because it is one of the hardest engineering domains out there. Paul had been researching aquaculture for months and kept finding the same thing: a $350B global industry with less data visibility than a warehouse. After that conversation we knew we wanted to work on this together.<p>Hatcheries, the early stage on-land part of production, are full of labor intensive workflows that are perfect candidates for automation. Farmers need to measure their stock for feeding, breeding, and harvest decisions but fish are underwater and get stressed when handled. Most farms still sample manually. They net a few dozen fish, anesthetize them, place them on a table to measure one by one, and extrapolate to populations of hundreds of thousands. It takes about 5 minutes per fish and the data is sparse.<p>When we saw this process we were baffled. There had to be a better way. This was the starting point that really kicked us off.<p>Here is the thing though. Most robots are not built to handle humid and wet environments. Salt water is the enemy of anything mechanical. Corrosion is such a pain to deal with. Don't get me started on underwater computer vision which has to parse through water turbidity and particles. Fish move unpredictably and deform while swimming. Occlusion is constant. Calibration is tricky in uncontrolled setups. Handling live fish with robotics is another challenge that hasn't really been solved before. Fish are slippery, fragile, and stress easily. All of this is coupled with the requirement that all materials must be food safe.<p>On the vision side we are using Luxonis OAK cameras which give us depth plus RGB in a compact form factor. The onboard Myriad X VPU lets us run lightweight inference directly on the camera for things like detection and tracking without needing to send raw frames over USB constantly. For heavier workloads like segmentation and keypoint extraction we bump up to Nvidia Jetsons. We have tested on the Orin Nano and Orin NX depending on power and thermal constraints at different sites.<p>The models themselves are CNN and transformer based architectures. We are running YOLO variants for detection, custom segmentation heads for body outlines, and keypoint models for anatomical landmarks. The tricky part is getting these to run fast enough on edge hardware. We are using a mix of TensorRT, OpenVINO, and ONNX Runtime depending on the deployment target. Quantization has been a whole journey. INT8 quantization on TensorRT gives us the speed we need but you have to be careful about accuracy degradation especially on the segmentation outputs where boundary precision matters. We spent a lot of time building calibration datasets that actually represent the variance we see on farms. Lighting changes throughout the day, water clarity shifts, fish density varies. Your calibration set needs to capture all of that or your quantized model falls apart in production.<p>There is no wifi at most of these farms so we are using Starlink for connectivity in remote or offshore locations. Everything runs locally first and syncs when connection is available. We are not streaming video to the cloud. All inference happens on device.<p>Behind the scenes we have been building our own internal tooling for labeling, task assignment, and model management. Early on we tried existing labeling platforms but they did not fit our workflow. We needed tight integration between labeling, training pipelines, and deployment. So we built our own system where we can assign labeling tasks to annotators, track progress, version datasets, and push models to edge devices with a single command. It is not fancy but it keeps everything under our control and makes iteration fast. When you are trying to close the loop between data collection on farm, labeling, training, quantization, and deployment you cannot afford to have fragmented tooling. We needed one system that handles all of it.<p>On the robotics side we are building custom enclosures around off the shelf components and modifying delta robots with soft robotics grippers for handling. Vacuum and typical gripper actuation will not work in this environment so we are using compliant grippers that can safely handle fish without damaging them. We started with the Delta X S as our test platform and are evaluating whether to move to industrial delta robots or build our own from scratch once we validate the kinematics and payload requirements in wet and humid environments. The end effector design is still evolving. Fish come in different sizes and body shapes depending on species and life stage so we need grippers that can adapt.<p>Right now we are focused on operations outside the water. Hatchery phenotyping, sorting, quality inspection. These are more accessible than full underwater deployment and cheaper to start with. The idea is that if we can combine genetics data, environmental data, and phenotypic imagery we can help farms identify which fish to breed and which to cull. This is where selective breeding starts.<p>Something that surprised us early on: only a tiny fraction of farmed fish species have been through genetic improvement programs. Chickens grow 4x faster than they did in 1950 because of decades of selective breeding. But most farmed fish are essentially wild genetics. The opportunity to improve aquaculture genetics is massive but it is completely bottlenecked on measurement. You cannot improve what you cannot measure, and farms can barely measure anything at scale so far.<p>The industry moves on trust though. We are dealing with live animals and farms are cautious about who they let near their stock. Coming from outside aquaculture, that trust had to be earned. Paul was already a Future Leader with the Coalition for Sustainable Aquaculture but the real turning point was attending World Aquaculture Society, the largest conference in the US. Through a connection of a connection he met the incoming lead geneticist at what became our first customer. That relationship turned into a paid pilot with the largest trout producer in North America.<p>I previously worked at ASML, Nvidia, Tesla, and Toyota. Paul worked at Bloomberg. We met at CMU and immediately knew that we wanted to tackle this problem and put our life's work into this.<p>We would love feedback from any of you who have worked on computer vision in harsh or unpredictable environments, edge deployment on constrained hardware, or gentle and appropriate handling of live animals with robotics. If you are running inference on Jetsons or OAK cameras and have opinions on quantization workflows we would love to hear what has worked for you. If you have aquaculture experience we are curious what problems we should be thinking about that we haven't encountered yet.<p>Dang told us you’re all used to demo videos but unfortunately we can’t share them due to NDAs. But here’s a photo of us building our initial dataset for phenotyping and morphometric analysis: <a href=""https://drive.google.com/file/d/1z3oSlB8ed9hanrybzP24XTfjDJEobJua/view?usp=sharing"" rel=""nofollow"">https://drive.google.com/file/d/1z3oSlB8ed9hanrybzP24XTfjDJE...</a>.<p>This is a weird industry to be building in and we are learning something new every week. If you have experience with edge deployment, robotics in wet environments, or aquaculture itself we would love to hear your perspective. And if you just have questions about fish or the tech we are happy to go deep in the comments. Excited to hear what this community thinks.",111,58,rohxnsxngh,2026-03-02 16:39:21+00:00,https://news.ycombinator.com/item?id=47220320
47324296,Launch HN: Didit (YC W26) – Stripe for Identity Verification,"Hi HN, I’m Alberto. I co-founded Didit (<a href=""https://didit.me"">https://didit.me</a>) with my identical twin brother Alejandro. We are building a unified identity layer—a single integration that handles KYC, AML, biometrics, authentication, and fraud prevention globally. Here’s a demo: <a href=""https://www.youtube.com/watch?v=eTdcg7JCc4M&t=7s"" rel=""nofollow"">https://www.youtube.com/watch?v=eTdcg7JCc4M&t=7s</a>.<p>Being identical twins, we’ve spent our whole lives dealing with identity confusion, so it is a bit of irony that we ended up building a company to solve it for the internet.<p>Growing up in Barcelona, we spent years working on products where identity issues were a massive pain. We eventually realized that for most engineering teams, ""global identity"" is a fiction—in reality it is a fragmented mess. You end up stitching together one provider for US driver's licenses, another for NFC chip extraction in Europe, a third for AML screening, a fourth for government database validation in Brazil, a fifth for liveness detection on low-end Android devices, and yet another for biometric authentication and age estimation. Orchestrating these into a cohesive flow while adapting to localized regulations like GDPR or CCPA is a nightmare that makes no sense for most teams to be working on.<p>When we looked at the existing ""enterprise"" solutions, we were baffled. Most require a three-week sales cycle just to see a single page of documentation. Pricing is hidden behind ""Contact Us"" buttons, and the products themselves are often bloated legacy systems with high latency and abysmal accuracy.<p>We also noticed a recurring pattern: these tools are frequently optimized only for the latest iOS hardware, performing poorly on the mid-range or older Android devices that make up a huge percentage of the market. This results in a ""leaky"" funnel where legitimate users drop off due to technical friction and fraud goes undetected because data points are spread across disparate systems. Also, these systems are expensive, often requiring massive annual commits that price out early-stage startups.<p>We wanted to build a system that is accessible to everyone—a tool that works like Stripe for identity, where you can get a sandbox key in thirty seconds and start running real verifications with world-class UX and transparent pricing.<p>To solve this, we took the ""delusional"" path of full vertical integration. Rather than just wrapping existing APIs, we built our own ID verification and biometric AI models—from classification and fraud detection to OCR models for almost every language. This vertical integration is fundamental to how we handle user data. Because we own the entire stack, we control the flow of sensitive information from end-to-end. Your users' data doesn't get bounced around through a chain of third-party black boxes or regional middle-men. This allows us to provide a level of security and privacy that is impossible when you are just an orchestration layer for other people's APIs.<p>We believe that identity verification is one of the most critical problems on the internet, and must be solved correctly and ethically. Many people are rightfully skeptical, especially given recent news about projects that have turned identity into a tool for mass data collection or surveillance. We don’t do anything of the sort, but we also don’t want to be coerced in the future, so we facilitate data minimization on the customer side. Instead of a business asking for a full ID scan, we allow them to simply verify a specific attribute—like ""is this person over 18?""—without ever seeing the document itself. Our goal is to move the industry away from data hoarding and toward zero knowledge, or at least minimal knowledge, verification.<p>The result of our all-in-one approach is a platform that increases onboarding rates while lowering identity costs. We’ve focused on building a high-confidence automated loop that reduces the need for manual review by up to 90%, catching sophisticated deepfakes and spoofing attempts that standard vision models miss. Our SDK is optimized for low bandwidth connections, ensuring it works on spotty 3G networks where legacy providers usually fail.<p>We are fully live, and you can jump into the dashboard at 
<a href=""https://business.didit.me"">https://business.didit.me</a> to see the workflow orchestration immediately. Our pricing is transparent and success-based; we don’t believe in hiding costs behind a sales call.<p>We’re here all day to answer any question—whether it’s about how we handle NFC verification, our approach to deepfake detection, the general ethics behind biometric data retention, or how we think about the future of identity. We’d love your brutal HN feedback on our APIs, platform, and integration flow!",77,66,rosasalberto,2026-03-10 15:08:05+00:00,https://news.ycombinator.com/item?id=47324296
47201816,Show HN: Xmloxide – an agent-made Rust replacement for libxml2,"Recently several AI labs have published experiments where they tried to get AI coding agents to complete large software projects.<p>- Cursor attempted to make a browser from scratch: <a href=""https://cursor.com/blog/scaling-agents"" rel=""nofollow"">https://cursor.com/blog/scaling-agents</a><p>- Anthropic attempted to make a C Compiler: <a href=""https://www.anthropic.com/engineering/building-c-compiler"" rel=""nofollow"">https://www.anthropic.com/engineering/building-c-compiler</a><p>I have been wondering if there are software packages that can be easily reproduced by taking the available test suites and tasking agents to work on projects until the existing test suites pass.<p>After playing with this concept by having Claude Code reproduce redis and sqlite, I began looking for software packages where an agent-made reproduction might actually be useful.<p>I found libxml2, a widely used, open-source C language library designed for parsing, creating, and manipulating XML and HTML documents. Three months ago it became unmaintained with the update, ""This project is unmaintained and has
[known security issues](<a href=""https://gitlab.gnome.org/GNOME/libxml2/-/issues/346"" rel=""nofollow"">https://gitlab.gnome.org/GNOME/libxml2/-/issues/346</a>). It is foolish to use this software to process untrusted data."".<p>With a few days of work, I was able to create xmloxide, a memory safe rust replacement for libxml2 which passes the compatibility suite as well as the W3C XML Conformance Test Suite. Performance is similar on most parsing operations and better on serialization. It comes with a C API so that it can be a replacement for existing uses of libxml2.<p>- crates.io: <a href=""https://crates.io/crates/xmloxide"" rel=""nofollow"">https://crates.io/crates/xmloxide</a><p>- GitHub release: <a href=""https://github.com/jonwiggins/xmloxide/releases/tag/v0.1.0"" rel=""nofollow"">https://github.com/jonwiggins/xmloxide/releases/tag/v0.1.0</a><p>While I don't expect people to cut over to this new and unproven package, I do think there is something interesting to think about here in how coding agents like Claude Code can quickly iterate given a test suite. It's possible the legacy code problem that COBOL and other systems present will go away as rewrites become easier. The problem of ongoing maintenance to fix CVEs and update to later package versions becomes a larger percentage of software package management work.",64,64,jawiggins,2026-02-28 23:44:41+00:00,https://github.com/jonwiggins/xmloxide
47457472,Launch HN: Sitefire (YC W26) – Automating actions to improve AI visibility,"Hi HN! We're Vincent and Jochen from sitefire (<a href=""https://sitefire.ai"">https://sitefire.ai</a>). Our platform makes it easy for brands to improve their visibility in AI search.<p>We’ve been working together for years and have backgrounds in RL/optimization at Stanford and software engineering. We came to this idea after speaking with marketing teams who were seeing declining traffic due to Google’s AI Overviews and didn’t know what to do.<p>This space can feel esoteric. Many case studies, few actual studies. Constant battle against myths (e.g. you need a llms.txt vs. you don't need a llms.txt) and ""GEO hacks"". We try to be more data-driven. And we try to be more bold and build a system that not only monitors, but actually improves traffic from AI search.<p>While Google performs a single search, AI search engines expand the user prompt into 3-10 fan-out queries. The sourced pages are ranked using a classified algorithm similar to Reciprocal Rank Fusion (RFF). Finally, the LLMs skim the pages and decide what snippets to cite. Our goal is making sure brands have the right content that makes it through this funnel.<p>Here is how sitefire works:<p>- The user defines a set of prompts they want to monitor. These are synthetic prompts - we generate them based on SEO keywords and their monthly search volume.<p>- We submit these prompts to ChatGPT, Gemini, Google AI Mode, etc. on a daily basis and capture the answers. We extract fan-out queries, sourced pages, citations, and brand mentions.<p>- For each topic, our agents analyze which web pages are sourced and cited the most, and why. They also consider similar pages that you already have.<p>- Based on the diagnosis, our content agents draft improvements or create new pages, and push them directly to the client’s CMS.<p>- We integrate with the client’s network logs and Google Analytics to monitor the increase in AI bot requests and human referrals to their page.<p>This system is continuously updated, so it always shows which content works, and how to adapt the existing sitemap. For one client that used sitefire to optimize their blog, the AI-optimized articles increased their AI bot requests from ~200/day to ~570/day within ten days.<p>A risk we recognize is that AI-generated content is filling brands’ websites with slop. Whilst it’s still early days and we don’t claim to have figured everything out yet, our intention is to mitigate this by focusing the content on specific, unique information: real product capabilities, real pricing, honest comparisons. The clients still review every page before it goes live, so they can ensure the content is true to their brand.<p>Some clients use our platform themselves. For others we act more like an agency, automating steps as we go. The goal is for sitefire to run mostly on its own, with clients approving changes via Slack, Claude or their CMS.<p>Here's a video demo: <a href=""https://screen.studio/share/fw7VQQak"" rel=""nofollow"">https://screen.studio/share/fw7VQQak</a><p>If you'd like to try what we've built so far, sign up at <a href=""https://sitefire.ai"">https://sitefire.ai</a>.",35,27,vincko,2026-03-20 17:05:38+00:00,https://news.ycombinator.com/item?id=47457472
47335416,MetaGenesis Core – offline verification for computational claims,"MetaGenesis Core is a verification protocol layer for computational results.<p>It lets a third party verify a packaged computational claim offline, with one command, without access to the original environment.<p>I built it solo, after hours, while working construction, using AI tools heavily. I kept running into the same wall: even when a result looks good, there's no simple way for someone else to check it independently without re-running the full environment or trusting the number on faith.<p>That problem shows up everywhere:
- ML: ""our model reached 94.3% accuracy""
- materials: ""our simulation matches lab data within 1%""
- pharma: ""our pipeline passed quality checks""
- finance: ""our risk model was independently validated""<p>Different domains, same structure.<p>---<p>The gap<p>MLflow / W&B / DVC / Sigstore / SLSA solve adjacent problems well. What they don't provide is an offline third-party verification step with a semantic layer for the claim itself. File integrity alone is not enough.<p>The bypass attack:
1. remove core semantic evidence (job_snapshot)
2. recompute all SHA-256 hashes
3. rebuild the manifest
4. submit<p>A hash-only check still passes. MetaGenesis Core adds a second layer:
- integrity layer → PASS
- semantic layer → FAIL (job_snapshot missing)<p>That attack is an adversarial test in the public repo.<p>---<p>How it works<p>Layer 1 — integrity: SHA-256 per file + root hash
Layer 2 — semantic: required fields present, payload.kind matches claim type, provenance intact<p><pre><code>  python scripts/mg.py verify --pack /path/to/bundle
  → PASS
  → FAIL: job_snapshot missing
  → FAIL: payload.kind does not match registered claim
</code></pre>
Same workflow across domains — ML, materials, pharma, finance, engineering. The claim type changes, not the protocol.<p>---<p>Current state<p><pre><code>  python scripts/steward_audit.py        → PASS
  python -m pytest tests/ -q            → 91 passed
  python demos/open_data_demo_01/run_demo.py → PASS / PASS
</code></pre>
No API keys. No network. Python 3.11+.<p>---<p>Honest limitations<p>Not validated by an external production team yet. The protocol works on the public codebase and tests, the adversarial scenario is caught, the demo is reproducible — but real-world integration still needs proof.<p>Limitations are machine-readable in reports/known_faults.yaml.<p>That first external ""yes, this worked on our pipeline"" is what I'm looking for.<p>---<p>If you think this is flawed, I want to know where. If it overlaps with an existing tool I'm missing, I want to know that too.<p><pre><code>  Site:    https://metagenesis-core.dev
  Repo:    https://github.com/Lama999901/metagenesis-core-public
  Contact: yehor@metagenesis-core.dev

  Inventor: Yehor Bazhynov
  Patent pending: USPTO #63/996,819</code></pre>",15,18,Lama9901,2026-03-11 13:37:24+00:00,https://www.metagenesis-core.dev/
47442648,Show HN: BamBuddy – a self-hosted print archive for Bambu Lab 3D printers,"Bambu makes great hardware, but your data lives in their cloud and there's no way to export it. When a print finishes, the job is basically gone from any useful record-keeping perspective.<p>BamBuddy fixes that by running on your own machine and tapping into the printer's local MQTT interface — so it captures everything as it happens: thumbnails, filament usage, timing, slicer settings. You end up with a fully searchable archive of your print history that's entirely yours, works offline, and never touches Bambu's servers.<p>The catch: their local API is undocumented, so a lot of the early work was reverse-engineering the protocol. That's still ongoing as firmware updates occasionally break things.<p>Stack: TypeScript, self-hosted, ~700 stars, small but active contributor community.<p>GitHub: <a href=""https://github.com/maziggy/bambuddy"" rel=""nofollow"">https://github.com/maziggy/bambuddy</a>
Docs: <a href=""https://wiki.bambuddy.cool"" rel=""nofollow"">https://wiki.bambuddy.cool</a>",9,0,maziggy,2026-03-19 17:12:59+00:00,https://bambuddy.cool
47296933,"Show HN: Trawl – Scrape any site with natural language fields, not CSS selectors","Every scraper I've written has the same failure mode: it works for three months, a site redesigns, and my CSS selectors silently return empty strings. The data is still right there on the page — a human can find it instantly — but the scraper is blind.<p>Trawl fixes this by splitting the problem. You describe what you want:<p><pre><code>    trawl ""https://books.toscrape.com"" --fields ""title, price, rating, in_stock""
</code></pre>
The LLM (Claude) looks at one sample item and derives a full extraction strategy — CSS selectors, attribute mappings, type coercion, fallback selectors. That strategy gets cached. Every subsequent page with the same structure is extracted with pure Go + goquery. No API calls, no token cost, full concurrency.<p>The key insight: LLMs are good at understanding HTML structure, but you don't need them to extract 10,000 rows. Use AI for intelligence, Go for throughput.<p>When a site redesigns, the structural fingerprint changes, the cache misses, and trawl re-derives automatically.<p>You can preview exactly what it figured out:<p><pre><code>    $ trawl ""https://example.com/products"" --fields ""name, price"" --plan

    Strategy for https://example.com/products
      Item selector: div.product-card
      Fields:
        name:  h2.product-title -> text (string)
        price: span.price -> text -> parse_price (float)
      Confidence: 0.95
</code></pre>
Some things that took real engineering effort:<p>- JS-rendered SPAs: headless browser with DOM stability detection — polls until element count stabilizes and skeleton loaders resolve, scrolls to trigger lazy loading, auto-clicks ""Show more"" buttons
- Multi-section pages: detects candidate data regions heuristically, target a specific section with --query ""Market Share"", scopes extraction via container selectors
- Self-healing: monitors extraction health (% of fields populated), re-derives the strategy if it drops below 70%
- Iframes: auto-detects and extracts from iframes when they contain richer data than the outer page<p>Output is JSON, JSONL, CSV, or Parquet. Pipes cleanly:<p><pre><code>    trawl ""https://example.com/products"" --fields ""name, price"" --format jsonl | jq 'select(.price > 50)'
</code></pre>
Written in Go. MIT licensed.",8,2,trawlcli,2026-03-08 12:55:07+00:00,https://github.com/akdavidsson/trawl
47356098,Looking for Partner to Build Agent Memory (Zig/Erlang),"I’m working on a purpose-built memory platform for autonomous AI agents.<p>Right now, agent memory is stuck between two hohum options: RAG (which loses relational topology) and Graph Databases (which require massive pointer chasing and degrade under heavy recursive reasoning).<p>I'm building an alternative using Vector Symbolic Architecture (Hyperdimensional Computing). By mathematically binding facts, sequences, and trees into fixed-size high-dimensional vectors (D=16,384), we can compress complex graph traversals into O(1) constant-time SIMD operations…and do some quasi brain-like stuff cheaply, that is, without GPUs and LLMs.<p>The design is maturing nicely and strictly bifurcated to respect mechanical sympathy:<p>• The Data Plane (Zig): Pure bare-metal math. 2GB memory-mapped NVMe tiles via io_uring. Facts are superposed into lock-free 8-bit accumulators strictly aligned to 64-byte cache lines. Queries are executed via AVX-512 popcount instructions to calculate Hamming distances at line-rate. Zero garbage collection.<p>• The Control Plane (Gleam): Handles concurrency, routing, and a Linda-style Tuplespace for external comms. It manages the agent ""clean-up"" loops and auto-chunking without ever blocking the data plane.<p>• The Bridge: A strict C-ABI / NIF boundary passing pointers from the BEAM schedulers directly into the Zig muscle.<p>There is no VC fluff here, and I'm not making wild claims about AGI. I have most of spec, memory layout invariants, and the architecture designed. Starting to code and making good progress.<p>I’m looking for someone who loves low-level systems (Zig/Rust/C) or highly concurrent runtimes (Erlang) to help me build the platform. This is my second AI platform; the first one is healthy and growing.<p>If you are interested in bare-metal systems engineering to fix the LLM context bottleneck, I'd love to talk: email me at acowed@pm.me.<p>Cheers,
Kendall",7,10,kendallgclark,2026-03-12 19:46:52+00:00,https://news.ycombinator.com/item?id=47356098
47453473,Structural Friction: A metric for human coordination cost,"I was leading a team and everything felt slow. Everyone was busy, but shipping features was still very slow. We tracked velocity and story points, but those metrics don't even care about how good a business is doing or the cost of development, so I realized they were useless to me.<p>We had a clean architecture (in theory), but it was strangling us with coordination requirements. Every minor feature change required a sync meeting across multiple teams and changes usually propagated to other teams as well. We were spending more time on the communication and architectural overhead than the actual engineering work.<p>I stopped measuring velocity and started measuring Structural Friction. I defined it as the total human hours spent on coordination tasks (namely meetings, design, development in foreign modules) relative to the actual hours spent on high-impact code. The number was horrifying.<p>I had to modularize every module so domain data was no longer leaked. This was essential so changes within that module would never require coordination meetings or work in other modules.<p>My team’s output tripled in three months. Structural friction is an architectural feature that you must actively optimize to keep low. If your architecture forces you to coordinate (either in tech, in meetings, or both), it's flawed. 
Eliminate the need for coordination, and you eliminate the waste.",5,0,davidvartanian,2026-03-20 12:12:25+00:00,https://news.ycombinator.com/item?id=47453473
47421107,My AI didn't misread a receipt – it fabricated one from scratch,"I pointed a vision model at a grocery receipt. It returned a store name, item list, and total. None of it was on the paper.<p>This wasn't OCR error. The model didn't confuse a ""7"" for a ""1."" It generated a plausible-looking receipt from scratch — different store, different items, different prices. If I hadn't been holding the original, I might not have caught it.<p>Same image, different model (same parameter count, same hardware), five seconds later: every item correct, store name right, total accurate to the penny.<p>The models: minicpm-v 8B (fabricated) vs qwen3-vl 8B (accurate). Both open source, both ~6GB VRAM, both running locally via Ollama on an RTX 5080.<p>What I learned:<p>1. Vision model hallucination is qualitatively different from text hallucination. A text model gives you a wrong answer to a real question. A vision model gives you a confident answer to an image it didn't process. The second is harder to detect.<p>2. Model selection matters more than prompt engineering for vision. Same prompt, same image — one model fabricated, one read accurately. No prompt optimization fixes a model that invents data.<p>3. Confidence scoring is mandatory. I added a reconciliation check: do the extracted items sum to roughly the stated total? This catches fabrication that looks plausible at the individual line-item level.<p>4. The fix wasn't more money or a bigger model. Same size (8B), same hardware, same cost ($0). Just a different architecture that actually reads pixels instead of generating plausible text about them.<p>Full writeup with the pipeline architecture and code patterns: https://dev.to/rayne_robinson_e479bf0f26/my-ai-read-a-receipt-wrong-it-didnt-misread-it-it-made-one-up-4f5n",4,0,Raywob,2026-03-18 02:55:30+00:00,https://news.ycombinator.com/item?id=47421107
47428203,Show HN: I built a game where domain experts try to break frontier AI,"I built this: rusmarterthananllm.com<p>Domain experts, doctors, lawyers, engineers, submit questions from their field that probe where frontier AI actually fails. Claude, GPT, and Gemini all attempt simultaneously. Experts flag errors with professional reasoning. Other credentialed professionals in the same domain verify them.<p>AI benchmark performance has decoupled from real-world professional capability. Models score at or near ceiling on standard evaluations while still failing in ways that domain professionals catch immediately. The benchmarks that exist are either saturated, constructed by the labs themselves, or simply don't capture the judgment that comes from years of field experience.<p>What's missing is a benchmark built by the people whose expertise is actually at stake. Professionals motivated to find failures, not validate models. Every verified failure becomes a permanent data point. The benchmark compounds continuously and can't be reverse-engineered because the questions come from human judgment, not datasets.<p>This extends to multimodal inputs. A radiologist can submit an X-ray. A cardiologist can upload a heart sound. A structural engineer can attach a blueprint. The same adversarial evaluation across text, image, audio, and documents in the domains where multimodal model failures matter most.<p>The downstream goal is a verified record of where frontier AI breaks across professional domains. Useful for labs evaluating models, researchers studying capability gaps, and professionals who need to know where to trust AI and where not to.<p>Early domains: medicine, law, finance, engineering, coding, trades<p>Would love domain experts to throw their hardest questions at it. What breaks in your field?",3,8,camillemolas,2026-03-18 16:57:51+00:00,https://www.rusmarterthananllm.com/
47245821,Show HN: We built a zero-webhook Merchant of Record for SaaS,"Hi HN,<p>We've been building Kelviq for the last couple of months and it's finally ready to share.<p>Kelviq is a Merchant of Record (MoR) and monetization platform that you can integrate without building a custom webhook-to-database syncing layer. Along with handling global taxes, checkout, and compliance, it acts as the real-time source of truth for your users feature access and usage credit balances.<p>Why we built this: Through our other project, ParityDeals, we saw firsthand how much founders struggle with billing infrastructure. Integrating a payment gateway is easy, but actually building ""monetization"" is a massive engineering timesink.<p>To gate features or charge for usage (like API requests or LLM tokens), you usually end up building:<p>- A fragile, stateful webhook listener to keep your local database synced with Stripe.<p>- Custom idempotency layers and retry queues for missed events.<p>- Hardcoded feature flags scattered across your codebase to gate access based on tiers.<p>- Custom scripts to handle edge cases like upgrades, prorations, and grandfathering legacy users.<p>Because of this tight coupling, every pricing change, whether it's moving a feature to a new plan or switching from flat-rate to usage-based, requires a database migration and a code deploy.<p>Our Approach: Entitlement-First Most billing setups require you to manually bridge the gap between a payment event and your product state. Kelviq simplifies this with an entitlement-first model. You can still use webhooks if you need them, but our SDK allows your app to simply ask Kelviq for a user's current access state at runtime. It eliminates the need to maintain a homegrown subscriptions table just to gate a feature.<p>How it works:<p>Zero Webhook Syncing: Stop maintaining a homegrown subscriptions table. Use Kelviq SDK to check if a user has access to a feature before serving the request.<p>Real-Time Metering: Push usage data to our API at the atomic level (e.g., 1,500 AI tokens). We instantly evaluate it against their tier, deduct from credit balances, or add it to their end-of-month invoice.<p>Decoupled Pricing: Product and growth teams can change pricing models or tweak overage caps directly in the dashboard without engineers touching the codebase.<p>We built this to compress weeks of custom billing logic into a few hours of integration. Kelviq also supports multi-currency, built-in PPP pricing (with VPN and proxy protection), and digital product delivery with licensing.<p>Any feedback is highly appreciated!",3,4,alokdubey007,2026-03-04 11:01:19+00:00,https://www.kelviq.com/
47115662,Show HN: I'm building a pure-Rust reimplementation of rsync (Protocol 32),"Years ago, I was tasked with a massive data migration: multiple disks, each containing over 100 million files, with a strict, non-negotiable 24-hour downtime window. Using the standard tools available at the time was a painful experience. The single-threaded file discovery crawled, and memory usage was a constant source of anxiety. I promised myself that one day, I would come back and build a tool that could actually handle that scale natively.<p>What started as a side project has evolved into a full systems-level undertaking. The project is oc-rsync - a complete client, server, and daemon implementation targeting rsync protocol 32, written entirely in pure Rust.<p>I find it incredibly ironic that I am currently shipping a data migration tool while my life is packed in suitcases, as I'm migrating to another country myself. I’ve been pushing git commits multiple times a day between packing boxes.<p>I want to be completely transparent upfront: I am actively working on this, and not everything is functional yet. The core delta-transfer, protocol interoperability (protocols 28-32), and daemon modes are solid, but I am still mapping out the hundreds of obscure flags and edge-cases that upstream rsync handles.<p>Rebuilding a codebase shaped by over 29 years of optimization required a modular approach (the workspace is currently split across 23 crates). A primary engineering goal was strict wire-compatibility with upstream while modernizing the internals for maximum throughput:<p>Pipelined Parallelism: I used Rayon to decouple filesystem traversal from data transfer. Parallelizing file list generation and checksum computation eliminates the infamous ""scanning stall"" on massive directories.<p>Modern I/O & Zero-Copy: The engine implements io_uring (Linux 5.6+) for batched async I/O with automatic fallbacks, alongside zero-copy copy_file_range and memory-mapped I/O.<p>SIMD & AES-NI: I replaced the standard C FFI calls with native Rust implementations. Checksums use runtime CPU feature detection (AVX2/NEON) to accelerate the rolling hash. Because standard SSH interactions simply weren't fast enough to keep up with the I/O pipeline, I offloaded the cryptography directly to hardware-accelerated AES-NI.<p>Memory Efficiency: Moved away from legacy sorted arrays to O(1) hash-based logic for metadata comparisons, and wired up the mimalloc allocator to keep the memory profile predictable.<p>I won't commit to specific ""X times faster"" claims here, as performance is highly dependent on your hardware and file distribution. However, under heavy transfer workloads, this architecture consistently achieves better or equal results compared to traditional builds, with significantly reduced CPU utilization. There's no need to set up benchmark scripts yourself to verify this—my CI pipeline benchmarks every single release automatically and posts a picture of the results directly to the README.<p>If you are interested in systems programming, kernel bypass I/O, or Rust workspace architecture, I'd love for you to take a look at the code. Let me know what you think of the architecture, or if you spot any glaring filesystem edge cases I should add to my CI harness.<p>#rust #Rust_Israel #ראסט_ישראל #rsync #systemsprogramming #performance #simd #aes #aes-ni",3,2,oferchen,2026-02-22 22:51:36+00:00,https://github.com/oferchen/rsync
